Timestamp,Power_Output(kW),Irradiance(W/m2),Temperature(C),Humidity(%),Dust_Level(%),Voltage(V),Current(A),Efficiency(%),Maintenance_Status,Maintenance_Description
2020-04-28 09:00:00,129.22,620.19,36.02,52.2,68.38,241.11,0.54,20.84,Warning,Inspect inverter
2020-04-28 12:00:00,272.98,1629.05,25.05,55.87,40.35,236.17,1.16,16.76,Not Required,Normal operation
2020-04-28 15:00:00,108.36,531.23,32.01,55.28,73.36,249.69,0.43,20.4,Warning,Inspect inverter
2020-04-28 18:00:00,0.0,0.0,32.77,58.94,89.12,240.23,0.0,0.0,Required,Cooling system check
2020-04-29 06:00:00,0.0,0.0,26.0,72.53,57.95,223.49,0.0,0.0,Required,Check wiring
2020-04-29 09:00:00,116.51,628.36,22.94,57.84,71.72,239.62,0.49,18.54,Warning,Minor cleaning suggested
2020-04-29 12:00:00,482.95,2158.88,29.74,57.8,6.22,244.16,1.98,22.37,Not Required,Normal operation
2020-04-29 15:00:00,112.09,466.54,25.07,33.18,49.86,249.64,0.45,24.03,Not Required,Normal operation
2020-04-29 18:00:00,0.0,0.0,42.51,48.41,44.34,209.81,0.0,0.0,Required,Check wiring
2020-04-30 06:00:00,2.71,16.04,39.13,36.77,7.94,241.76,0.01,16.9,Warning,Inspect inverter
2020-04-30 09:00:00,118.38,593.73,32.78,68.07,67.97,245.64,0.48,19.94,Warning,Inspect inverter
2020-04-30 12:00:00,281.55,1132.72,34.63,36.12,27.22,228.93,1.23,24.86,Not Required,Normal operation
2020-04-30 15:00:00,121.25,718.05,40.76,67.71,69.8,218.54,0.55,16.89,Warning,Minor cleaning suggested
2020-04-30 18:00:00,0.0,0.0,38.09,72.89,85.95,208.47,0.0,0.0,Required,Cooling system check
2020-05-01 06:00:00,6.99,32.02,40.5,73.08,60.14,234.63,0.03,21.83,Warning,Minor cleaning suggested
2020-05-01 09:00:00,112.81,501.95,43.75,52.46,68.16,213.9,0.53,22.47,Required,Check wiring
2020-05-01 12:00:00,315.94,1408.1,41.46,41.88,71.56,229.31,1.38,22.44,Warning,Check shading
2020-05-01 15:00:00,98.99,510.64,28.06,21.96,88.34,221.59,0.45,19.39,Required,Cooling system check
2020-05-01 18:00:00,0.0,0.0,22.26,27.42,93.22,231.65,0.0,0.0,Required,Check wiring
2020-05-02 06:00:00,0.0,0.0,32.64,46.91,64.87,236.27,0.0,0.0,Required,Check wiring
2020-05-02 09:00:00,29.51,156.14,21.08,50.71,75.05,232.91,0.13,18.9,Warning,Check shading
2020-05-02 12:00:00,376.18,1567.68,22.28,35.76,46.92,212.23,1.77,24.0,Not Required,Normal operation
2020-05-02 15:00:00,240.21,1380.46,28.14,46.65,84.35,246.02,0.98,17.4,Required,Clean panels
2020-05-02 18:00:00,0.0,0.0,28.94,52.44,5.03,233.88,0.0,0.0,Required,Check wiring
2020-05-03 06:00:00,2.19,9.07,23.05,35.25,13.15,249.88,0.01,24.15,Not Required,Normal operation
2020-05-03 09:00:00,103.31,443.68,32.53,54.85,70.38,203.62,0.51,23.28,Warning,Inspect inverter
2020-05-03 12:00:00,396.59,1925.99,40.82,69.43,13.31,213.56,1.86,20.59,Warning,Check shading
2020-05-03 15:00:00,228.56,985.26,27.82,30.96,70.64,232.66,0.98,23.2,Warning,Check shading
2020-05-03 18:00:00,7.03,31.89,41.26,62.81,54.23,248.59,0.03,22.04,Warning,Check shading
2020-05-04 06:00:00,9.8,57.5,37.56,52.57,77.27,215.86,0.05,17.04,Warning,Inspect inverter
2020-05-04 09:00:00,86.52,501.46,32.25,31.35,82.06,232.1,0.37,17.25,Required,Cooling system check
2020-05-04 12:00:00,408.87,2441.88,38.14,62.44,71.67,203.81,2.01,16.74,Warning,Check shading
2020-05-04 15:00:00,218.75,1025.92,23.86,68.78,29.46,217.13,1.01,21.32,Not Required,Normal operation
2020-05-04 18:00:00,0.17,0.84,36.23,66.34,89.73,239.12,0.0,20.24,Required,Cooling system check
2020-05-05 06:00:00,0.0,0.0,43.81,54.08,42.69,231.21,0.0,0.0,Required,Clean panels
2020-05-05 09:00:00,63.44,366.49,27.84,33.36,47.95,231.29,0.27,17.31,Not Required,Normal operation
2020-05-05 12:00:00,310.95,1302.95,24.97,30.52,8.01,246.29,1.26,23.87,Not Required,Normal operation
2020-05-05 15:00:00,194.4,779.98,40.36,75.7,45.68,225.18,0.86,24.92,Warning,Minor cleaning suggested
2020-05-05 18:00:00,0.0,0.0,29.33,60.25,48.33,220.3,0.0,0.0,Required,Cooling system check
2020-05-06 06:00:00,0.0,0.0,26.72,52.99,46.14,243.75,0.0,0.0,Required,Check wiring
2020-05-06 09:00:00,79.14,432.48,38.82,72.25,75.12,216.67,0.37,18.3,Warning,Check shading
2020-05-06 12:00:00,400.41,1976.9,22.08,22.46,50.91,234.97,1.7,20.25,Not Required,Normal operation
2020-05-06 15:00:00,232.08,1062.63,35.35,58.64,65.96,225.84,1.03,21.84,Warning,Minor cleaning suggested
2020-05-06 18:00:00,0.0,0.0,31.14,32.35,80.81,202.43,0.0,0.0,Required,Clean panels
2020-05-07 06:00:00,0.04,0.22,38.68,46.41,92.13,201.41,0.0,18.18,Required,Check wiring
2020-05-07 09:00:00,53.69,313.01,37.2,28.44,7.83,226.87,0.24,17.15,Not Required,Normal operation
2020-05-07 12:00:00,352.99,1582.77,24.49,20.59,71.61,243.22,1.45,22.3,Warning,Minor cleaning suggested
2020-05-07 15:00:00,199.86,813.13,28.15,57.39,8.93,234.0,0.85,24.58,Not Required,Normal operation
2020-05-07 18:00:00,0.0,0.0,41.71,51.59,58.5,226.06,0.0,0.0,Required,Cooling system check
2020-05-08 06:00:00,0.0,0.0,21.14,68.78,42.43,231.99,0.0,0.0,Required,Cooling system check
2020-05-08 09:00:00,149.01,887.76,22.04,20.98,66.59,248.98,0.6,16.78,Warning,Check shading
2020-05-08 12:00:00,350.0,1575.97,43.57,49.55,37.28,220.22,1.59,22.21,Required,Check wiring
2020-05-08 15:00:00,99.79,588.53,23.76,25.08,77.32,238.69,0.42,16.96,Warning,Inspect inverter
2020-05-08 18:00:00,7.41,39.31,35.77,71.61,58.23,236.91,0.03,18.85,Not Required,Normal operation
2020-05-09 06:00:00,0.0,0.0,41.9,75.3,30.75,217.54,0.0,0.0,Required,Cooling system check
2020-05-09 09:00:00,115.75,485.49,31.16,40.83,47.41,218.79,0.53,23.84,Not Required,Normal operation
2020-05-09 12:00:00,386.94,2124.59,34.49,51.11,71.62,227.67,1.7,18.21,Warning,Minor cleaning suggested
2020-05-09 15:00:00,131.56,701.32,42.61,24.95,11.01,226.52,0.58,18.76,Required,Clean panels
2020-05-09 18:00:00,2.27,13.4,23.79,25.69,82.87,208.43,0.01,16.94,Required,Check wiring
2020-05-10 06:00:00,2.5,14.46,39.86,32.61,53.95,240.57,0.01,17.29,Warning,Minor cleaning suggested
2020-05-10 09:00:00,47.57,239.16,42.38,32.19,34.54,208.1,0.23,19.89,Required,Clean panels
2020-05-10 12:00:00,307.98,1442.61,21.05,47.63,3.26,235.95,1.31,21.35,Not Required,Normal operation
2020-05-10 15:00:00,214.48,1177.74,42.52,77.65,15.45,212.81,1.01,18.21,Required,Clean panels
2020-05-10 18:00:00,5.14,26.9,42.65,34.63,78.58,229.79,0.02,19.11,Required,Clean panels
2020-05-11 06:00:00,0.0,0.0,34.64,67.65,49.28,213.3,0.0,0.0,Required,Clean panels
2020-05-11 09:00:00,128.53,746.34,25.64,27.07,19.97,234.66,0.55,17.22,Not Required,Normal operation
2020-05-11 12:00:00,406.08,2388.8,35.64,32.9,53.52,220.61,1.84,17.0,Not Required,Normal operation
2020-05-11 15:00:00,123.84,585.36,37.69,59.38,50.63,220.34,0.56,21.16,Not Required,Normal operation
2020-05-11 18:00:00,1.8,9.87,23.02,21.44,66.14,211.19,0.01,18.24,Warning,Check shading
2020-05-12 06:00:00,3.37,14.14,32.8,58.85,29.54,205.21,0.02,23.83,Not Required,Normal operation
2020-05-12 09:00:00,153.49,853.3,43.97,74.81,75.47,214.7,0.71,17.99,Required,Cooling system check
2020-05-12 12:00:00,363.07,1708.92,38.36,24.03,63.1,208.44,1.74,21.25,Warning,Inspect inverter
2020-05-12 15:00:00,114.64,604.2,37.66,43.7,17.78,208.44,0.55,18.97,Not Required,Normal operation
2020-05-12 18:00:00,0.0,0.0,21.73,32.67,98.16,249.06,0.0,0.0,Required,Cooling system check
2020-05-13 06:00:00,0.0,0.0,33.63,68.37,62.31,221.18,0.0,0.0,Required,Clean panels
2020-05-13 09:00:00,147.16,728.71,42.85,76.21,24.5,205.93,0.71,20.19,Required,Check wiring
2020-05-13 12:00:00,224.42,921.16,33.86,79.16,76.42,220.74,1.02,24.36,Warning,Inspect inverter
2020-05-13 15:00:00,251.0,1167.23,31.24,33.89,26.03,232.02,1.08,21.5,Not Required,Normal operation
2020-05-13 18:00:00,0.0,0.0,25.54,46.38,86.3,205.93,0.0,0.0,Required,Clean panels
2020-05-14 06:00:00,7.31,31.02,43.94,25.29,53.67,234.73,0.03,23.57,Required,Cooling system check
2020-05-14 09:00:00,39.03,179.89,22.24,38.89,4.44,223.16,0.17,21.7,Not Required,Normal operation
2020-05-14 12:00:00,240.15,1058.91,28.31,62.32,4.23,233.35,1.03,22.68,Not Required,Normal operation
2020-05-14 15:00:00,208.15,1138.56,22.83,68.77,91.31,218.97,0.95,18.28,Required,Cooling system check
2020-05-14 18:00:00,8.07,41.52,32.41,59.28,14.72,240.52,0.03,19.44,Not Required,Normal operation
2020-05-15 06:00:00,3.05,14.4,42.12,63.97,76.01,217.27,0.01,21.18,Required,Check wiring
2020-05-15 09:00:00,64.07,281.13,25.11,35.66,61.48,200.36,0.32,22.79,Warning,Check shading
2020-05-15 12:00:00,219.24,1283.47,20.15,51.83,84.23,232.09,0.94,17.08,Required,Cooling system check
2020-05-15 15:00:00,163.54,682.96,20.8,31.25,2.5,228.1,0.72,23.95,Not Required,Normal operation
2020-05-15 18:00:00,0.0,0.0,22.5,25.93,30.18,235.67,0.0,0.0,Required,Clean panels
2020-05-16 06:00:00,1.59,8.16,28.67,43.2,8.71,201.16,0.01,19.49,Not Required,Normal operation
2020-05-16 09:00:00,97.31,426.24,30.2,30.8,4.13,220.12,0.44,22.83,Not Required,Normal operation
2020-05-16 12:00:00,411.13,2198.59,21.39,67.27,42.44,239.38,1.72,18.7,Not Required,Normal operation
2020-05-16 15:00:00,231.02,1030.34,30.08,36.93,93.8,236.37,0.98,22.42,Required,Clean panels
2020-05-16 18:00:00,2.84,14.46,31.45,73.7,66.69,200.72,0.01,19.64,Warning,Check shading
2020-05-17 06:00:00,7.99,38.56,35.28,49.31,68.41,231.06,0.03,20.72,Warning,Check shading
2020-05-17 09:00:00,27.33,156.18,21.03,20.23,37.16,227.88,0.12,17.5,Not Required,Normal operation
2020-05-17 12:00:00,489.73,2024.16,34.18,65.47,48.25,201.12,2.44,24.19,Not Required,Normal operation
2020-05-17 15:00:00,230.54,1197.99,23.88,21.59,27.3,248.34,0.93,19.24,Not Required,Normal operation
2020-05-17 18:00:00,0.0,0.0,21.59,63.85,16.54,229.92,0.0,0.0,Required,Clean panels
2020-05-18 06:00:00,0.89,4.95,44.73,49.24,45.16,248.95,0.0,17.98,Required,Cooling system check
2020-05-18 09:00:00,125.85,528.15,35.81,65.8,13.58,202.47,0.62,23.83,Not Required,Normal operation
2020-05-18 12:00:00,222.26,1273.57,40.68,69.09,15.39,212.61,1.05,17.45,Warning,Minor cleaning suggested
2020-05-18 15:00:00,170.22,873.74,21.67,43.07,82.12,218.19,0.78,19.48,Required,Clean panels
2020-05-18 18:00:00,0.0,0.0,24.23,23.66,5.18,213.76,0.0,0.0,Required,Clean panels
2020-05-19 06:00:00,1.37,7.68,36.76,79.0,7.74,238.58,0.01,17.84,Not Required,Normal operation
2020-05-19 09:00:00,137.03,760.95,20.32,59.06,44.64,238.72,0.57,18.01,Not Required,Normal operation
2020-05-19 12:00:00,423.37,2425.92,36.95,74.89,61.33,214.82,1.97,17.45,Warning,Inspect inverter
2020-05-19 15:00:00,193.61,817.82,36.39,33.33,58.31,227.87,0.85,23.67,Not Required,Normal operation
2020-05-19 18:00:00,0.62,3.47,36.61,38.67,39.47,216.31,0.0,17.87,Not Required,Normal operation
2020-05-20 06:00:00,4.01,20.83,26.31,25.51,80.1,209.1,0.02,19.25,Required,Clean panels
2020-05-20 09:00:00,80.52,328.7,28.4,31.76,39.25,247.72,0.33,24.5,Not Required,Normal operation
2020-05-20 12:00:00,386.04,1831.85,24.94,42.3,72.73,229.09,1.69,21.07,Warning,Minor cleaning suggested
2020-05-20 15:00:00,233.04,1057.57,32.61,37.51,48.98,209.29,1.11,22.04,Not Required,Normal operation
2020-05-20 18:00:00,0.0,0.0,28.98,25.08,15.34,212.94,0.0,0.0,Required,Check wiring
2020-05-21 06:00:00,1.08,4.65,27.91,46.56,67.57,203.46,0.01,23.23,Warning,Check shading
2020-05-21 09:00:00,97.86,556.92,34.53,77.39,94.55,212.18,0.46,17.57,Required,Cooling system check
2020-05-21 12:00:00,229.25,1245.1,32.01,28.83,61.44,226.56,1.01,18.41,Warning,Minor cleaning suggested
2020-05-21 15:00:00,149.88,674.94,29.27,38.65,39.37,210.83,0.71,22.21,Not Required,Normal operation
2020-05-21 18:00:00,1.91,10.96,29.25,72.31,36.66,232.12,0.01,17.43,Not Required,Normal operation
2020-05-22 06:00:00,0.0,0.0,41.85,70.56,24.37,243.13,0.0,0.0,Required,Clean panels
2020-05-22 09:00:00,96.43,492.11,27.29,25.83,0.65,219.31,0.44,19.6,Not Required,Normal operation
2020-05-22 12:00:00,465.02,2753.57,30.75,45.87,6.9,238.38,1.95,16.89,Not Required,Normal operation
2020-05-22 15:00:00,125.63,542.14,40.33,68.85,82.25,240.88,0.52,23.17,Required,Clean panels
2020-05-22 18:00:00,3.07,12.64,22.36,29.15,60.81,233.55,0.01,24.29,Warning,Inspect inverter
2020-05-23 06:00:00,8.4,45.15,32.32,41.36,85.81,241.04,0.03,18.6,Required,Cooling system check
2020-05-23 09:00:00,75.62,330.5,24.52,61.31,85.56,221.58,0.34,22.88,Required,Check wiring
2020-05-23 12:00:00,494.42,2629.68,36.3,65.85,32.23,244.49,2.02,18.8,Not Required,Normal operation
2020-05-23 15:00:00,227.12,1197.53,24.73,37.66,89.49,204.16,1.11,18.97,Required,Cooling system check
2020-05-23 18:00:00,2.87,16.9,28.25,24.13,15.41,228.83,0.01,16.98,Not Required,Normal operation
2020-05-24 06:00:00,0.76,3.62,30.83,61.04,94.3,209.52,0.0,20.99,Required,Check wiring
2020-05-24 09:00:00,125.64,665.64,25.3,40.85,20.9,211.94,0.59,18.88,Not Required,Normal operation
2020-05-24 12:00:00,324.77,1837.14,20.2,73.41,41.71,219.99,1.48,17.68,Not Required,Normal operation
2020-05-24 15:00:00,164.79,769.35,30.5,37.43,71.79,235.41,0.7,21.42,Warning,Check shading
2020-05-24 18:00:00,0.0,0.0,25.01,63.56,87.77,234.87,0.0,0.0,Required,Cooling system check
2020-05-25 06:00:00,0.0,0.0,29.33,43.93,54.75,249.93,0.0,0.0,Required,Check wiring
2020-05-25 09:00:00,106.94,445.46,40.62,37.54,40.2,229.72,0.47,24.01,Warning,Inspect inverter
2020-05-25 12:00:00,247.49,996.54,27.57,44.07,19.95,204.28,1.21,24.83,Not Required,Normal operation
2020-05-25 15:00:00,226.77,1253.86,22.41,76.95,35.96,212.96,1.06,18.09,Not Required,Normal operation
2020-05-25 18:00:00,0.0,0.0,31.2,62.93,64.24,240.45,0.0,0.0,Required,Clean panels
2020-05-26 06:00:00,2.5,11.4,40.45,28.05,7.68,206.97,0.01,21.93,Warning,Minor cleaning suggested
2020-05-26 09:00:00,46.49,249.36,26.25,47.75,25.61,204.35,0.23,18.64,Not Required,Normal operation
2020-05-26 12:00:00,429.04,2203.35,29.03,60.04,69.6,229.33,1.87,19.47,Warning,Minor cleaning suggested
2020-05-26 15:00:00,139.0,803.46,36.12,69.22,59.46,239.18,0.58,17.3,Not Required,Normal operation
2020-05-26 18:00:00,0.0,0.0,23.23,73.32,84.68,228.97,0.0,0.0,Required,Cooling system check
2020-05-27 06:00:00,0.0,0.0,38.8,28.89,72.99,242.32,0.0,0.0,Required,Clean panels
2020-05-27 09:00:00,29.7,150.94,37.93,27.3,0.48,242.22,0.12,19.68,Not Required,Normal operation
2020-05-27 12:00:00,276.77,1495.9,40.83,26.32,68.74,228.08,1.21,18.5,Warning,Minor cleaning suggested
2020-05-27 15:00:00,123.41,520.62,23.43,67.82,12.74,201.69,0.61,23.7,Not Required,Normal operation
2020-05-27 18:00:00,0.0,0.0,24.37,33.53,66.43,226.85,0.0,0.0,Required,Clean panels
2020-05-28 06:00:00,0.0,0.0,32.24,74.19,65.14,248.5,0.0,0.0,Required,Cooling system check
2020-05-28 09:00:00,51.68,282.17,30.09,54.88,92.22,216.16,0.24,18.32,Required,Check wiring
2020-05-28 12:00:00,336.03,1592.78,28.63,23.94,13.86,241.33,1.39,21.1,Not Required,Normal operation
2020-05-28 15:00:00,251.29,1007.98,31.37,35.16,87.25,235.03,1.07,24.93,Required,Check wiring
2020-05-28 18:00:00,0.0,0.0,40.2,43.15,92.49,213.3,0.0,0.0,Required,Clean panels
2020-05-29 06:00:00,0.0,0.0,43.05,50.32,25.98,248.33,0.0,0.0,Required,Check wiring
2020-05-29 09:00:00,111.78,537.81,23.14,61.95,45.24,205.61,0.54,20.78,Not Required,Normal operation
2020-05-29 12:00:00,319.82,1626.0,29.84,51.86,44.66,210.13,1.52,19.67,Not Required,Normal operation
2020-05-29 15:00:00,152.54,915.24,43.52,28.65,47.69,224.57,0.68,16.67,Required,Clean panels
2020-05-29 18:00:00,0.0,0.0,23.5,70.74,16.81,237.86,0.0,0.0,Required,Cooling system check
2020-05-30 06:00:00,8.1,35.73,26.61,23.85,42.44,216.08,0.04,22.67,Not Required,Normal operation
2020-05-30 09:00:00,124.8,634.17,29.45,48.94,91.39,238.88,0.52,19.68,Required,Clean panels
2020-05-30 12:00:00,408.79,2335.07,37.04,24.94,23.99,206.11,1.98,17.51,Not Required,Normal operation
2020-05-30 15:00:00,123.84,588.23,40.3,26.35,20.68,216.98,0.57,21.05,Warning,Inspect inverter
2020-05-30 18:00:00,0.0,0.0,38.1,25.04,37.48,206.67,0.0,0.0,Required,Cooling system check
2020-05-31 06:00:00,0.0,0.0,30.64,20.36,26.25,238.03,0.0,0.0,Required,Check wiring
2020-05-31 09:00:00,19.5,115.76,28.23,60.36,53.52,234.77,0.08,16.85,Not Required,Normal operation
2020-05-31 12:00:00,492.31,2125.49,34.27,61.55,6.6,247.01,1.99,23.16,Not Required,Normal operation
2020-05-31 15:00:00,154.62,651.5,34.39,69.89,89.06,244.82,0.63,23.73,Required,Check wiring
2020-05-31 18:00:00,5.51,31.74,39.05,67.62,14.06,242.81,0.02,17.36,Warning,Check shading
2020-06-01 06:00:00,1.99,8.16,21.29,25.28,96.06,221.98,0.01,24.39,Required,Cooling system check
2020-06-01 09:00:00,135.72,733.07,24.93,68.52,83.76,237.43,0.57,18.51,Required,Cooling system check
2020-06-01 12:00:00,433.48,2413.76,33.96,53.73,50.09,219.16,1.98,17.96,Not Required,Normal operation
2020-06-01 15:00:00,227.16,996.99,27.48,32.63,62.9,247.45,0.92,22.78,Warning,Minor cleaning suggested
2020-06-01 18:00:00,0.0,0.0,28.8,57.83,51.9,231.18,0.0,0.0,Required,Check wiring
2020-06-02 06:00:00,8.43,37.39,21.42,29.31,93.0,249.42,0.03,22.55,Required,Clean panels
2020-06-02 09:00:00,21.01,86.38,35.94,40.88,87.07,207.45,0.1,24.32,Required,Clean panels
2020-06-02 12:00:00,349.33,1598.22,37.57,26.83,65.35,224.16,1.56,21.86,Warning,Check shading
2020-06-02 15:00:00,147.1,830.69,25.24,38.41,27.73,234.71,0.63,17.71,Not Required,Normal operation
2020-06-02 18:00:00,0.73,3.06,25.18,43.94,24.1,207.31,0.0,23.86,Not Required,Normal operation
2020-06-03 06:00:00,4.13,23.77,40.73,60.48,82.21,218.22,0.02,17.37,Required,Clean panels
2020-06-03 09:00:00,141.5,668.29,23.13,59.33,73.46,228.65,0.62,21.17,Warning,Check shading
2020-06-03 12:00:00,215.94,1116.05,38.36,78.73,55.35,242.8,0.89,19.35,Warning,Inspect inverter
2020-06-03 15:00:00,173.67,985.12,43.05,48.72,13.36,208.42,0.83,17.63,Required,Cooling system check
2020-06-03 18:00:00,0.0,0.0,43.26,28.23,18.94,214.91,0.0,0.0,Required,Clean panels
2020-06-04 06:00:00,4.55,21.69,22.18,39.47,56.58,227.31,0.02,20.98,Not Required,Normal operation
2020-06-04 09:00:00,74.95,437.86,44.25,66.43,57.96,205.26,0.37,17.12,Required,Clean panels
2020-06-04 12:00:00,333.88,1490.08,25.1,56.54,27.01,210.7,1.58,22.41,Not Required,Normal operation
2020-06-04 15:00:00,204.0,1088.34,43.33,60.77,67.0,247.48,0.82,18.74,Required,Clean panels
2020-06-04 18:00:00,8.75,47.88,24.73,65.15,85.54,222.51,0.04,18.27,Required,Check wiring
2020-06-05 06:00:00,0.0,0.0,36.16,36.84,76.59,228.78,0.0,0.0,Required,Check wiring
2020-06-05 09:00:00,47.84,282.11,30.15,79.24,60.72,237.2,0.2,16.96,Warning,Minor cleaning suggested
2020-06-05 12:00:00,323.77,1374.74,31.53,59.17,68.38,232.18,1.39,23.55,Warning,Minor cleaning suggested
2020-06-05 15:00:00,108.48,487.84,33.66,70.68,47.35,248.0,0.44,22.24,Not Required,Normal operation
2020-06-05 18:00:00,4.76,27.04,39.57,79.16,52.29,241.48,0.02,17.6,Warning,Check shading
2020-06-06 06:00:00,0.0,0.0,37.55,58.63,40.7,230.89,0.0,0.0,Required,Clean panels
2020-06-06 09:00:00,93.42,500.67,40.93,33.5,99.62,235.72,0.4,18.66,Required,Check wiring
2020-06-06 12:00:00,288.78,1689.68,20.16,34.99,93.57,206.55,1.4,17.09,Required,Clean panels
2020-06-06 15:00:00,192.63,1075.3,33.45,75.85,5.59,232.94,0.83,17.91,Not Required,Normal operation
2020-06-06 18:00:00,1.43,6.92,20.43,28.77,69.79,243.67,0.01,20.66,Warning,Check shading
2020-06-07 06:00:00,0.0,0.0,43.51,29.42,79.94,231.62,0.0,0.0,Required,Clean panels
2020-06-07 09:00:00,131.41,624.34,35.04,76.75,69.17,233.97,0.56,21.05,Warning,Check shading
2020-06-07 12:00:00,324.01,1357.31,23.89,50.44,75.43,232.02,1.4,23.87,Warning,Check shading
2020-06-07 15:00:00,117.53,500.48,37.82,61.3,0.75,232.09,0.51,23.48,Not Required,Normal operation
2020-06-07 18:00:00,0.57,2.96,25.54,69.14,68.29,220.73,0.0,19.26,Warning,Minor cleaning suggested
2020-06-08 06:00:00,0.0,0.0,28.01,46.73,25.72,239.63,0.0,0.0,Required,Cooling system check
2020-06-08 09:00:00,30.1,160.52,30.16,65.14,99.74,245.3,0.12,18.75,Required,Clean panels
2020-06-08 12:00:00,319.05,1733.87,26.47,76.08,40.85,238.72,1.34,18.4,Not Required,Normal operation
2020-06-08 15:00:00,223.82,963.63,37.86,38.87,56.33,247.21,0.91,23.23,Not Required,Normal operation
2020-06-08 18:00:00,6.74,37.43,39.47,58.55,57.5,222.31,0.03,18.01,Warning,Minor cleaning suggested
2020-06-09 06:00:00,0.0,0.0,43.92,24.68,88.37,216.49,0.0,0.0,Required,Check wiring
2020-06-09 09:00:00,127.91,659.13,26.36,61.86,34.95,230.91,0.55,19.41,Not Required,Normal operation
2020-06-09 12:00:00,362.01,1754.86,38.76,64.41,53.68,211.05,1.72,20.63,Warning,Inspect inverter
2020-06-09 15:00:00,202.51,1121.59,39.73,50.05,72.98,220.79,0.92,18.06,Warning,Check shading
2020-06-09 18:00:00,0.0,0.0,28.39,72.13,29.23,237.7,0.0,0.0,Required,Clean panels
2020-06-10 06:00:00,8.38,40.52,31.77,34.52,87.13,239.13,0.04,20.68,Required,Cooling system check
2020-06-10 09:00:00,55.96,230.63,39.55,33.93,14.41,226.03,0.25,24.26,Warning,Check shading
2020-06-10 12:00:00,312.73,1494.07,36.76,24.95,14.74,226.8,1.38,20.93,Not Required,Normal operation
2020-06-10 15:00:00,201.54,1021.37,20.76,35.75,36.67,220.88,0.91,19.73,Not Required,Normal operation
2020-06-10 18:00:00,2.72,13.31,43.98,52.9,81.77,225.58,0.01,20.44,Required,Cooling system check
2020-06-11 06:00:00,0.0,0.0,23.78,39.23,33.15,206.13,0.0,0.0,Required,Check wiring
2020-06-11 09:00:00,53.7,225.58,39.34,24.78,63.52,247.55,0.22,23.81,Warning,Inspect inverter
2020-06-11 12:00:00,309.37,1544.05,29.63,74.7,72.81,201.95,1.53,20.04,Warning,Minor cleaning suggested
2020-06-11 15:00:00,111.95,523.86,27.12,25.2,52.57,223.48,0.5,21.37,Not Required,Normal operation
2020-06-11 18:00:00,0.0,0.0,23.04,41.4,32.79,239.89,0.0,0.0,Required,Cooling system check
2020-06-12 06:00:00,0.0,0.0,30.92,44.17,17.69,215.06,0.0,0.0,Required,Cooling system check
2020-06-12 09:00:00,69.06,372.86,43.99,56.72,92.87,248.78,0.28,18.52,Required,Clean panels
2020-06-12 12:00:00,502.82,2140.87,35.4,45.55,33.43,215.87,2.33,23.49,Not Required,Normal operation
2020-06-12 15:00:00,192.53,842.6,33.86,61.58,42.17,208.07,0.93,22.85,Not Required,Normal operation
2020-06-12 18:00:00,0.0,0.0,23.67,20.34,9.01,244.75,0.0,0.0,Required,Check wiring
2020-06-13 06:00:00,0.0,0.0,40.58,31.21,12.44,208.67,0.0,0.0,Required,Clean panels
2020-06-13 09:00:00,91.41,529.31,22.9,42.68,60.83,200.02,0.46,17.27,Warning,Inspect inverter
2020-06-13 12:00:00,329.09,1778.96,22.52,36.74,44.75,220.83,1.49,18.5,Not Required,Normal operation
2020-06-13 15:00:00,204.37,976.11,25.49,22.25,85.25,240.9,0.85,20.94,Required,Clean panels
2020-06-13 18:00:00,1.62,6.82,33.49,49.77,92.92,203.15,0.01,23.75,Required,Clean panels
2020-06-14 06:00:00,0.15,0.77,22.61,79.34,85.12,216.61,0.0,19.48,Required,Check wiring
2020-06-14 09:00:00,109.3,570.24,24.34,39.86,67.18,226.52,0.48,19.17,Warning,Check shading
2020-06-14 12:00:00,413.16,1718.32,36.87,72.87,0.86,201.39,2.05,24.04,Not Required,Normal operation
2020-06-14 15:00:00,208.97,900.42,25.35,45.04,66.29,213.22,0.98,23.21,Warning,Minor cleaning suggested
2020-06-14 18:00:00,7.07,35.85,39.33,20.58,38.83,228.21,0.03,19.72,Warning,Check shading
2020-06-15 06:00:00,0.0,0.0,28.46,36.37,17.91,226.12,0.0,0.0,Required,Cooling system check
2020-06-15 09:00:00,90.29,438.82,28.27,43.43,44.56,228.47,0.4,20.58,Not Required,Normal operation
2020-06-15 12:00:00,430.18,2227.4,27.37,67.8,77.62,245.17,1.75,19.31,Warning,Inspect inverter
2020-06-15 15:00:00,148.15,801.2,21.07,56.17,65.15,237.88,0.62,18.49,Warning,Check shading
2020-06-15 18:00:00,4.0,20.72,35.19,21.84,82.64,230.63,0.02,19.31,Required,Check wiring
2020-06-16 06:00:00,0.0,0.0,38.67,26.09,34.58,210.77,0.0,0.0,Required,Check wiring
2020-06-16 09:00:00,129.71,533.17,33.55,20.27,31.88,216.12,0.6,24.33,Not Required,Normal operation
2020-06-16 12:00:00,477.55,2244.9,28.19,28.16,56.39,242.48,1.97,21.27,Not Required,Normal operation
2020-06-16 15:00:00,160.28,849.5,27.91,46.38,17.31,203.13,0.79,18.87,Not Required,Normal operation
2020-06-16 18:00:00,9.53,48.21,43.49,79.2,79.49,241.59,0.04,19.77,Required,Check wiring
